id,account_name,date,category,notes,items,created_at,account
139,Today Sales,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""2x pc Healthy cow All purpose Cream"", ""amount"": ""110.00""}, {""date"": ""2026-06-05"", ""description"": ""1x pc Creme buttermilk 100g"", ""amount"": ""41.00""}, {""date"": ""2026-06-05"", ""description"": ""1x pc Healthy cow Condense"", ""amount"": ""37.75""}]",2026-06-05T20:55:30.631908+08:00,4
138,Petty Cash,2026-06-05,Transport,,"[{""date"": ""2026-06-05"", ""description"": ""gasoline"", ""amount"": ""100.00""}]",2026-06-05T17:41:00.541380+08:00,1
137,Petty Cash,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""Knorr liquid seasoning 1L ( 1PC )"", ""amount"": ""315.25""}, {""date"": ""2026-06-05"", ""description"": ""AJI Ginisa 250g ( 3 PCS )"", ""amount"": ""251.25""}, {""date"": ""2026-06-05"", ""description"": ""UFC Catsup ( 2kg )"", ""amount"": ""129.00""}, {""date"": ""2026-06-05"", ""description"": ""Regulator"", ""amount"": ""220.00""}, {""date"": ""2026-06-05"", ""description"": ""Asukal ( 5kgs )"", ""amount"": ""350.00""}, {""date"": ""2026-06-05"", ""description"": ""8x11 Plastic"", ""amount"": ""70.00""}]",2026-06-05T17:32:44.688659+08:00,1
136,Today Sales,2026-06-05,Supplies,HUlog ngayun,"[{""date"": ""2026-06-05"", ""description"": ""1x Gasul (balance)"", ""amount"": ""500.00""}]",2026-06-05T16:55:23.129633+08:00,4
135,Today Sales,2026-06-05,Other,,"[{""date"": ""2026-06-05"", ""description"": ""Paul borrowed cash sent to gcash"", ""amount"": ""215.00""}]",2026-06-05T16:34:59.195190+08:00,4
133,Petty Cash,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""datu puti soy sauce 3.785L"", ""amount"": ""207.25""}, {""date"": ""2026-06-05"", ""description"": ""lemon ( 10pcs. )"", ""amount"": ""200.00""}]",2026-06-05T13:45:08.585327+08:00,1
132,Petty Cash,2026-06-05,,( 5 bottles ),"[{""date"": ""2026-06-05"", ""description"": ""mineral water"", ""amount"": ""75.00""}]",2026-06-05T12:56:32.716082+08:00,1
131,Petty Cash,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""dishwashing"", ""amount"": ""150.00""}]",2026-06-05T12:55:31.100907+08:00,1
130,,2026-06-04,,,"[{""date"": ""2026-06-04"", ""description"": ""1x sack Charcoal"", ""amount"": ""400.00""}]",2026-06-05T00:58:09.378490+08:00,
129,,2026-06-04,,,"[{""date"": ""2026-06-04"", ""description"": ""1x sack Rice 25kl"", ""amount"": ""1250.00""}, {""date"": ""2026-06-04"", ""description"": ""2x Circle Jag Water refill"", ""amount"": ""40.00""}, {""date"": ""2026-06-04"", ""description"": ""5x Cups of Emergency Rice"", ""amount"": ""100.00""}]",2026-06-05T00:54:51.377756+08:00,
128,,2026-06-04,,,"[{""date"": ""2026-06-04"", ""description"": ""1x box whole chicken 11kl"", ""amount"": ""1496.00""}, {""date"": ""2026-06-04"", ""description"": ""1x box kasim 18.32kl"", ""amount"": ""3004.00""}, {""date"": ""2026-06-04"", ""description"": ""1x Charge samgyup cut for Kasim"", ""amount"": ""275.00""}]",2026-06-05T00:53:22.341293+08:00,
127,,2026-06-05,Supplies,,"[{""date"": ""2026-06-05"", ""description"": ""1x pack Ice"", ""amount"": ""50.00""}]",2026-06-05T00:40:08.608342+08:00,
124,,2026-06-04,Supplies,,"[{""date"": ""2026-06-04"", ""description"": ""ice"", ""amount"": ""50.00""}]",2026-06-04T15:18:12.949844+08:00,
123,,2026-05-29,Rent,,"[{""date"": ""2026-05-29"", ""description"": ""Cheska"", ""amount"": ""20000.00""}]",2026-06-04T02:57:53.769021+08:00,
122,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Luis"", ""amount"": ""2687.50""}]",2026-06-04T02:44:45.531279+08:00,
120,,2026-06-02,Salary,,"[{""date"": ""2026-06-02"", ""description"": ""Jeremy"", ""amount"": ""2187.50""}]",2026-06-04T02:43:48.134983+08:00,
119,,2026-06-01,Salary,,"[{""date"": ""2026-06-01"", ""description"": ""Lhei"", ""amount"": ""2687.50""}]",2026-06-04T02:43:31.737043+08:00,
118,,2026-05-31,,,"[{""date"": ""2026-05-31"", ""description"": ""Paul"", ""amount"": ""3075.00""}]",2026-06-04T02:43:12.558128+08:00,
117,,2026-05-29,Salary,,"[{""date"": ""2026-05-29"", ""description"": ""Ronralf"", ""amount"": ""2000.00""}]",2026-06-04T02:42:55.934775+08:00,
116,,2026-05-28,Salary,,"[{""date"": ""2026-05-28"", ""description"": ""Luis"", ""amount"": ""1687.50""}]",2026-06-04T02:42:11.498565+08:00,
115,,2026-05-26,Salary,,"[{""date"": ""2026-05-26"", ""description"": ""Jeremy"", ""amount"": ""2550.00""}]",2026-06-04T02:25:29.574656+08:00,
113,,2026-05-25,Salary,,"[{""date"": ""2026-05-25"", ""description"": ""Ronralf"", ""amount"": ""1187.50""}]",2026-06-04T02:24:26.413071+08:00,
112,,2026-05-24,Salary,,"[{""date"": ""2026-05-24"", ""description"": ""Paul"", ""amount"": ""2425.00""}]",2026-06-04T02:23:06.865710+08:00,
111,,2026-05-22,Salary,,"[{""date"": ""2026-05-22"", ""description"": ""Luis"", ""amount"": ""3375.00""}]",2026-06-04T02:22:14.782078+08:00,
110,,2026-05-20,Salary,,"[{""date"": ""2026-05-20"", ""description"": ""Remaining salary ni Joseph"", ""amount"": ""775.00""}]",2026-06-04T02:20:14.575978+08:00,
109,,2026-05-19,Salary,,"[{""date"": ""2026-05-19"", ""description"": ""CA kajo"", ""amount"": ""2050.00""}, {""date"": ""2026-05-19"", ""description"": ""Salary Jeremy  Manipol"", ""amount"": ""2000.00""}]",2026-06-04T02:15:05.537831+08:00,
107,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Ruth"", ""amount"": ""200.00""}]",2026-06-04T01:50:50.511058+08:00,
106,Petty Cash,2026-06-03,Other,Balance as of 06/03/2026: PHP 2170,"[{""date"": ""2026-06-03"", ""description"": ""Negative Variance"", ""amount"": ""9.00""}]",2026-06-04T01:09:38.990845+08:00,1
105,Petty Cash,2026-06-03,Food,,"[{""date"": ""2026-06-03"", ""description"": ""1x kilo Hotdog (Bo's cheese)"", ""amount"": ""172.00""}]",2026-06-04T01:05:22.347216+08:00,1
103,Petty Cash,2026-06-03,Supplies,,"[{""date"": ""2026-06-03"", ""description"": ""1x winrox reg"", ""amount"": ""42.75""}, {""date"": ""2026-06-03"", ""description"": ""1x winrox color safe"", ""amount"": ""69.50""}, {""date"": ""2026-06-03"", ""description"": ""1x pack of nescafe stick"", ""amount"": ""97.75""}]",2026-06-04T01:04:27.512205+08:00,1
102,Petty Cash,2026-06-03,Supplies,+100 kasi mali ung bigay kkay dadi dapat 150 lang,"[{""date"": ""2026-06-03"", ""description"": ""dishwashinng"", ""amount"": ""250.00""}, {""date"": ""2026-06-03"", ""description"": ""salt"", ""amount"": ""75.00""}, {""date"": ""2026-06-03"", ""description"": ""toothpick"", ""amount"": ""10.00""}, {""date"": ""2026-06-03"", ""description"": ""egg"", ""amount"": ""80.00""}, {""date"": ""2026-06-03"", ""description"": ""fly swatter 2pcs"", ""amount"": ""24.00""}]",2026-06-04T01:02:03.751873+08:00,1
100,,2026-06-03,Salary,,"[{""date"": ""2026-06-03"", ""description"": ""Aljohn Roi A. Remoluna"", ""amount"": ""2000.00""}]",2026-06-04T00:55:16.225051+08:00,
97,,2026-06-02,Supplies,,"[{""date"": ""2026-06-02"", ""description"": ""yelo"", ""amount"": ""50.00""}]",2026-06-02T20:18:35.122044+08:00,
96,,2026-06-02,Supplies,,"[{""date"": ""2026-06-02"", ""description"": ""yelo"", ""amount"": ""50.00""}]",2026-06-02T19:13:12.290557+08:00,
95,Petty Cash,2026-06-02,Food,,"[{""date"": ""2026-06-02"", ""description"": ""Hotdog"", ""amount"": ""110.00""}]",2026-06-02T18:14:40.718601+08:00,1
94,Petty Cash,2026-06-02,Salary,,"[{""date"": ""2026-06-02"", ""description"": ""Sweldo Mitoy"", ""amount"": ""2187.00""}]",2026-06-02T18:13:06.505426+08:00,1
93,,2026-06-02,Supplies,Paid ( no remaining balance ),"[{""date"": ""2026-06-02"", ""description"": ""Mantika"", ""amount"": ""846.00""}]",2026-06-02T16:50:33.318858+08:00,
92,,2026-06-01,Salary,,"[{""date"": ""2026-06-01"", ""description"": ""Lhei salary"", ""amount"": ""850.50""}]",2026-06-02T00:30:49.603387+08:00,
91,,2026-06-01,Other,,"[{""date"": ""2026-06-01"", ""description"": ""patcakes smores"", ""amount"": ""105.00""}]",2026-06-02T00:01:40.359480+08:00,
90,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""6 sachet powder detergent"", ""amount"": ""37.50""}, {""date"": ""2026-06-01"", ""description"": ""Nestea lemon 12 pcks"", ""amount"": ""231.00""}, {""date"": ""2026-06-01"", ""description"": ""1 kg ajinomoto"", ""amount"": ""231.75""}, {""date"": ""2026-06-01"", ""description"": ""5 pcks ginisa mix"", ""amount"": ""187.50""}]",2026-06-02T00:00:43.368763+08:00,
89,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""2 pcks knorr cube beef"", ""amount"": ""138.00""}, {""date"": ""2026-06-01"", ""description"": ""sinigang 10 pcks"", ""amount"": ""295.00""}, {""date"": ""2026-06-01"", ""description"": ""sugar 5 kilos"", ""amount"": ""350.00""}, {""date"": ""2026-06-01"", ""description"": ""paminta"", ""amount"": ""220.00""}]",2026-06-01T23:57:23.520105+08:00,
88,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""Vanilla"", ""amount"": ""200.00""}]",2026-06-01T19:16:01.275354+08:00,
87,,2026-06-01,,kuha sa petty cash,"[{""date"": ""2026-06-01"", ""description"": ""Salary ni Lhei"", ""amount"": ""1737.50""}]",2026-06-01T14:49:43.658103+08:00,
86,,2026-06-01,,,"[{""date"": ""2026-06-01"", ""description"": ""4 pcs of Nestea"", ""amount"": ""96.00""}]",2026-06-01T14:26:46.259730+08:00,
85,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""25 Kilos Rice MAalsa"", ""amount"": ""1300.00""}]",2026-06-01T13:56:38.796252+08:00,
84,,2026-06-01,Supplies,,"[{""date"": ""2026-06-01"", ""description"": ""Ice tube"", ""amount"": ""50.00""}]",2026-06-01T13:03:07.894140+08:00,
83,,2026-05-31,,"Sales May 31 kinuha
20 php+ kay wawa","[{""date"": ""2026-05-31"", ""description"": ""Sweldo pol"", ""amount"": ""2695.00""}]",2026-06-01T00:13:41.738982+08:00,
82,,2026-05-31,,Sales May 31 kinuha,"[{""date"": ""2026-05-31"", ""description"": ""Cash Advance ni Lhei"", ""amount"": ""100.00""}]",2026-06-01T00:09:00.900244+08:00,
81,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""sinigang mix"", ""amount"": ""34.00""}]",2026-05-31T21:21:12.862181+08:00,
80,,2026-05-31,Supplies,1.5L one case each ( 12 pcs ),"[{""date"": ""2026-05-31"", ""description"": ""Coke and Sprite"", ""amount"": ""1536.00""}]",2026-05-31T19:22:29.719612+08:00,
79,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""lemons"", ""amount"": ""200.00""}]",2026-05-31T18:17:57.086436+08:00,
78,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""ice tubes"", ""amount"": ""50.00""}]",2026-05-31T17:58:45.047798+08:00,
77,,2026-05-31,Supplies,balance - 846.00,"[{""date"": ""2026-05-31"", ""description"": ""cooking oil"", ""amount"": ""1000.00""}]",2026-05-31T16:55:18.579152+08:00,
76,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""dishwashing soap"", ""amount"": ""160.00""}]",2026-05-31T14:28:02.489486+08:00,
75,,2026-05-31,Transport,,"[{""date"": ""2026-05-31"", ""description"": ""gas"", ""amount"": ""500.00""}]",2026-05-31T14:10:25.791269+08:00,
74,,2026-05-31,Supplies,,"[{""date"": ""2026-05-31"", ""description"": ""water"", ""amount"": ""115.00""}]",2026-05-31T14:10:01.293210+08:00,
73,,2026-05-30,Salary,,"[{""date"": ""2026-05-30"", ""description"": ""MAMI"", ""amount"": ""800.00""}]",2026-05-31T01:18:04.217367+08:00,
72,,2026-05-30,Salary,,"[{""date"": ""2026-05-30"", ""description"": ""CASH ADVANCE NI PAUL GALING SAALES 5/31/26"", ""amount"": ""200.00""}]",2026-05-31T00:24:16.307673+08:00,
70,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""SPRITE 1.5"", ""amount"": ""75.00""}]",2026-05-30T21:15:11.124983+08:00,
69,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""YELO"", ""amount"": ""50.00""}]",2026-05-30T19:22:06.716844+08:00,
68,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""PAMINTA"", ""amount"": ""110.00""}]",2026-05-30T11:52:54.495355+08:00,
67,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""LEMON"", ""amount"": ""150.00""}]",2026-05-30T11:52:00.247669+08:00,
66,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""SPORK"", ""amount"": ""25.00""}, {""date"": ""2026-05-30"", ""description"": ""SPORK"", ""amount"": ""25.00""}]",2026-05-30T11:51:35.660532+08:00,
65,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""COKE MISMO"", ""amount"": ""198.00""}, {""date"": ""2026-05-30"", ""description"": ""SPRITE MISMO"", ""amount"": ""198.00""}, {""date"": ""2026-05-30"", ""description"": ""ROYAL MISMO"", ""amount"": ""198.00""}]",2026-05-30T11:49:21.032724+08:00,
64,,2026-05-30,Supplies,,"[{""date"": ""2026-05-30"", ""description"": ""1 pc AJINOMOTO 1 KG"", ""amount"": ""231.75""}, {""date"": ""2026-05-30"", ""description"": ""PC KNORR BEEF CUBE"", ""amount"": ""69.00""}, {""date"": ""2026-05-30"", ""description"": ""4 PC KNORR SINAGANG (29.50)"", ""amount"": ""118.00""}]",2026-05-30T11:48:02.927014+08:00,
